edition,grade,term,unit id,unit name,sn,english,chinese,phonetic
1,4,1,2,On the Weekend,19,poor,可怜的；贫穷的,/pɔ:(r), pʊə/, /pʊr/
1,4,1,2,On the Weekend,20,so,这么；那么,/səʊ/
1,4,1,2,On the Weekend,21,step,踏；踩,/step/
1,4,1,2,On the Weekend,22,their,他们的；她们的；它们的,/ðeə(r)/, /ðer/
1,4,1,3,Transportation,1,apple,苹果,/'æpl/
1,4,1,3,Transportation,2,park,公园,/pɑ:(r)k/
1,4,1,3,Transportation,3,by bike,骑自行车,
1,4,1,3,Transportation,4,by boat,乘小船,
1,4,1,3,Transportation,5,by bus,乘公交车,
1,4,1,3,Transportation,6,by car,乘小汽车,
1,4,1,3,Transportation,7,by plane,乘飞机,
1,4,1,3,Transportation,8,by school bus,乘校车,
1,4,1,3,Transportation,9,by ship,乘轮船,
1,4,1,3,Transportation,10,by subway,乘地铁,
1,4,1,3,Transportation,11,by taxi,乘出租车,
1,4,1,3,Transportation,12,by train,乘火车,
1,4,1,3,Transportation,13,on foot,步行,
1,4,1,3,Transportation,14,usually,通常地；惯常地,/'ju:ʒuəli/
1,4,1,3,Transportation,15,come,来,/kʌm/
1,4,1,3,Transportation,16,earth,地球；世界,/ɜ:(r)θ/
1,4,1,3,Transportation,17,enjoy,享受……乐趣；喜爱,/ɪn'dʒɔɪ/
1,4,1,3,Transportation,18,film,电影,/fɪlm/
1,4,1,3,Transportation,19,garden,花园；菜园,/'gɑ:(r)dn/
1,4,1,3,Transportation,20,gate,大门,/geɪt/
1,4,1,3,Transportation,21,meeting place,集合地点,
1,4,1,3,Transportation,22,snow,雪,/snəʊ/
1,4,1,3,Transportation,23,theatre,剧场,/'θɪətə/
1,4,1,3,Transportation,24,transportation,交通/,trænspɔ:(r)'teɪʃn/
1,4,1,4,Asking for Help,1,pencil,铅笔,/'pensl/
1,4,1,4,Asking for Help,2,ruler,尺子,/'ru:lə(r)/
1,4,1,4,Asking for Help,3,schoolbag,书包,/'sku:lbæg/
1,4,1,4,Asking for Help,4,crayon,蜡笔,/'kreɪən/
1,4,1,4,Asking for Help,5,eraser,橡皮,/ɪ'reɪzə(r)/, /ɪ'reɪsər/
1,4,1,4,Asking for Help,6,glue stick,胶棒,
1,4,1,4,Asking for Help,7,knife,刀,/naɪf/
1,4,1,4,Asking for Help,8,paper,纸,/'peɪpə(r)/
1,4,1,4,Asking for Help,9,pen,钢笔,/pen/
1,4,1,4,Asking for Help,10,please,请,/pli:z/
1,4,1,4,Asking for Help,11,scissors,剪刀,/'sɪzə(r)z/
1,4,1,4,Asking for Help,12,shop,商店,/ʃɒp/, /ʃɑ:p/
1,4,1,4,Asking for Help,13,use,使用,/ju:z/
1,4,1,4,Asking for Help,14,Excuse me.,对不起，打扰一下。,
1,4,1,4,Asking for Help,15,Information Centre,咨询中心,
1,4,1,4,Asking for Help,16,dad,（口语）爸爸；爹爹,/dæd/
1,4,1,4,Asking for Help,17,find,找到,/faɪnd/
1,4,1,4,Asking for Help,18,hamburger,汉堡包,/'hæmbɜ:(r)gə(r)/
1,4,1,4,Asking for Help,19,phone,电话,/fəʊn/
1,4,1,5,Safety,1,green,绿色；绿色的,/gri:n/
1,4,1,5,Safety,2,red,红色；红色的,/red/
1,4,1,5,Safety,3,play football,踢足球,
1,4,1,5,Safety,4,Be careful!,当心！,
1,4,1,5,Safety,5,cl climb on the window ledge,爬窗台,
1,4,1,5,Safety,6,dangerous,危险的,/'deɪndʒərəs/
1,4,1,5,Safety,7,play with fire,玩火,
1,4,1,5,Safety,8,run down the stairs,跑下楼梯,
1,4,1,5,Safety,9,safe,安全的,/seɪf/
1,4,1,5,Safety,10,sidewalk,人行道,/'saɪdwɔ:k/
1,4,1,5,Safety,11,wait for,等待,
1,4,1,5,Safety,12,safety rule,安全规则,
1,4,1,5,Safety,13,stop,停下,/stɒp/, /stɑ:p/
1,4,1,5,Safety,14,street,大街；街道,/stri:t/
1,4,1,6,Jobs,1,teacher,教师,/'ti:tʃə(r)/
1,4,1,6,Jobs,2,Friday,星期五,/'fraɪdeɪ/
1,4,1,6,Jobs,3,Monday,星期一,/'mʌndeɪ/
1,4,1,6,Jobs,4,Thursday,星期四,/'θɜ:(r)zdeɪ/
1,4,1,6,Jobs,5,Tuesday,星期二,/'tju:zdeɪ/, /'tu:zdeɪ/
1,4,1,6,Jobs,6,Wednesday,星期三,/'wenzdeɪ/
1,4,1,6,Jobs,7,bus driver,公交司机,
1,4,1,6,Jobs,8,cook,厨师,/kʊk/
1,4,1,6,Jobs,9,doctor,医生,/'dɒktə(r)/
1,4,1,6,Jobs,10,farmer,农民,/'fɑ:(r)mə(r)/
1,4,1,6,Jobs,11,in the future,将来,
1,4,1,6,Jobs,12,nurse,护士,/nɜ:(r)s/
1,4,1,6,Jobs,13,police officer,警察,/pə'li:s 'ɒfɪsə(r)/
1,4,1,6,Jobs,14,taxi driver,出租司机,
1,4,1,6,Jobs,15,worker,工人,/'wɜ:(r)kə(r)/
1,4,1,6,Jobs,16,great,好极了,/greɪt/
1,4,1,6,Jobs,17,job,工作,/dʒɒb/, /dʒɑ:b/
1,4,1,6,Jobs,18,just,正好；恰好,/dʒʌst/
1,4,1,6,Jobs,19,myself,我自己,/maɪ'self/
1,4,1,6,Jobs,20,people,人们,/'pi:pl/
1,4,1,6,Jobs,21,sick,有病的,/sɪk/
1,4,1,6,Jobs,22,sound,听起来好像,/saʊnd/
1,4,1,6,Jobs,23,teach,教,/ti:tʃ/
1,4,2,1,My Neighbourhood,1,ball,球,/bɔ:l/
1,4,2,1,My Neighbourhood,2,bookshop,书店,/'bʊk,ʃɒp/
1,4,2,1,My Neighbourhood,3,hospital,医院,/'hɒspɪtl/, /'hɑ:spɪtl/
1,4,2,1,My Neighbourhood,4,school,学校,/sku:l/
1,4,2,1,My Neighbourhood,5,supermarket,超市,/'su:pə(r),mɑ:(r)kət/
1,4,2,1,My Neighbourhood,6,across from,对面,
1,4,2,1,My Neighbourhood,7,bank,银行,/bæŋk/
1,4,2,1,My Neighbourhood,8,between,在……中间,/bɪ'twi:n/
1,4,2,1,My Neighbourhood,9,crossroads,十字路口,/'krɒsrəʊdz/
1,4,2,1,My Neighbourhood,10,go straight,直行,
1,4,2,1,My Neighbourhood,11,grocery,食品杂货店,/'grəʊsəri/
1,4,2,1,My Neighbourhood,12,next to,紧邻；在……近旁,/'nekst tu; 'nekst tə/
1,4,2,1,My Neighbourhood,13,post office,邮局,/'pəʊst,ɒfɪs/
1,4,2,1,My Neighbourhood,14,restaurant,餐馆,/'restrɒnt/, /'restərɑ:nt/
1,4,2,1,My Neighbourhood,15,turn left,左转,
1,4,2,1,My Neighbourhood,16,turn right,右转,
1,4,2,1,My Neighbourhood,17,before,在……之前,/bɪ'fɔ:(r)/
1,4,2,1,My Neighbourhood,18,get,到达,/get/
1,4,2,1,My Neighbourhood,19,get to,到达,
1,4,2,1,My Neighbourhood,20,leave,离开,/li:v/
1,4,2,1,My Neighbourhood,21,money,钱,/'mʌni/
1,4,2,1,My Neighbourhood,22,neighbourhood,街坊；附近,/'neɪbəhʊd/
1,4,2,1,My Neighbourhood,23,send,邮寄；发送,/send/
1,4,2,1,My Neighbourhood,24,toy,玩具,/tɔɪ/
1,4,2,2,Cities,1,street,大街；街道,/stri:t/
1,4,2,2,Cities,2,buy toys,买玩具,
1,4,2,2,Cities,3,city,城市,/'sɪti/
1,4,2,2,Cities,4,go boating,去划船,
1,4,2,2,Cities,5,hotel,旅馆,/həʊ'tel/
1,4,2,2,Cities,6,see a film,看电影,
1,4,2,2,Cities,7,sports centre,体育中心,
1,4,2,2,Cities,8,square,广场,/skweə/, /skwer/
1,4,2,2,Cities,9,busy,忙的,/'bɪzi/
1,4,2,2,Cities,10,central,中心的,/'sentrəl/
1,4,2,2,Cities,11,dream,梦,/dri:m/
1,4,2,2,Cities,12,king,国王,/kɪŋ/
1,4,2,2,Cities,13,museum,博物馆,/mju:'ziəm/
1,4,2,2,Cities,14,place,位置；地点,/pleɪs/
1,4,2,2,Cities,15,star,星,/stɑ:(r)/
1,4,2,2,Cities,16,station,（车）站,/'steɪʃn/
1,4,2,2,Cities,17,stay,保持,/steɪ/
1,4,2,2,Cities,18,take photos,照相,
1,4,2,2,Cities,19,thing,事情,/θɪŋ/
1,4,2,3,Travel Plans,1,take photos,照相,
1,4,2,3,Travel Plans,2,West Lake,西湖,
1,4,2,3,Travel Plans,3,eat seafood,吃海鲜,
1,4,2,3,Travel Plans,4,row a boat,划船,
1,4,2,3,Travel Plans,5,sea,大海,/si:/
1,4,2,3,Travel Plans,6,ski,滑雪,/ski:/
1,4,2,3,Travel Plans,7,the Great Wall,长城,
1,4,2,3,Travel Plans,8,visit the Mogao Caves,参观莫高窟,
1,4,2,3,Travel Plans,9,summer vacation,暑假,
1,4,2,3,Travel Plans,10,travel,（尤指长途）旅行,/'trævl/
1,4,2,4,Hobbies,1,collecting erasers,收集橡皮,
1,4,2,4,Hobbies,2,dancing,跳舞；舞蹈,/'dɑ:nsɪŋ/
1,4,2,4,Hobbies,3,different,不同的,/'dɪfərənt/
1,4,2,4,Hobbies,4,doing jigsaw puzzles,拼拼图,
1,4,2,4,Hobbies,5,hobby,业余爱好,/'hɒbi/, /'hɑ:bi/
1,4,2,4,Hobbies,6,making models,制作模型,
1,4,2,4,Hobbies,7,reading,读书,/'ri:dɪŋ/
1,4,2,4,Hobbies,8,singing,唱歌,/'sɪŋɪŋ/
1,4,2,4,Hobbies,9,skateboarding,玩滑板,/'skeɪtbɔ:dɪŋ/
1,4,2,4,Hobbies,10,catch,抓住,/kætʃ/
1,4,2,4,Hobbies,11,stamp,邮票,/stæmp/
1,4,2,5,Free Time,1,do the housework,做家务,
1,4,2,5,Free Time,2,free,空闲的,/fri:/
1,4,2,5,Free Time,3,go camping,去野营,
1,4,2,5,Free Time,4,go for a picnic,去野餐,
1,4,2,5,Free Time,5,go skating,去滑冰,
1,4,2,5,Free Time,6,never,从不,/'nevə(r)/
1,4,2,5,Free Time,7,once a week,一周一次,
1,4,2,5,Free Time,8,play the violin,拉小提琴,
1,4,2,5,Free Time,9,three times a week,一周三次,
1,4,2,5,Free Time,10,twice a week,一周两次,
1,4,2,6,Countries,1,pretty,美观的；精致的,/'prɪti/
1,4,2,6,Countries,2,Australia,澳大利亚,/ɒ'streɪliə/
1,4,2,6,Countries,3,Big Ben,大本钟,
1,4,2,6,Countries,4,Canada,加拿大,/'kænədə/
1,4,2,6,Countries,5,China,中国,/'tʃaɪnə/
1,4,2,6,Countries,6,Disneyland,迪士尼乐园,/'dɪznilænd/
1,4,2,6,Countries,7,koala,考拉,/kəʊ'ɑ:lə/
1,4,2,6,Countries,8,maple leaves,枫叶,
1,4,2,6,Countries,9,the UK,英国,
1,4,2,6,Countries,10,the USA,美国,
1,4,2,6,Countries,11,campfire,篝火,/'kæmpfaɪə/
1,4,2,6,Countries,12,country,国家,/'kʌntri/
1,4,2,6,Countries,13,cute,可爱的,/kju:t/
1,5,1,1,Classmates,1,party,聚会；派对,/'pɑ:(r)ti/
1,5,1,1,Classmates,2,cute,可爱的,/kju:t/
1,5,1,1,Classmates,3,active,积极的；活跃的,/'æktɪv/
1,5,1,1,Classmates,4,careless,粗心的,/'keələs/, /'kerləs/
1,5,1,1,Classmates,5,clever,聪明的；聪颖的,/'klevə(r)/
1,5,1,1,Classmates,6,friendly,友好的,/'frendli/
1,5,1,1,Classmates,7,helpful,有用的；愿意帮忙的,/'helpfl/
1,5,1,1,Classmates,8,polite,有礼貌的；客气的,/pə'laɪt/
1,5,1,1,Classmates,9,popular,受欢迎的,/'pɒpjʊlə/, /'pɑ:pjʊlər/
1,5,1,1,Classmates,10,quiet,安静的,/'kwaɪət/
1,5,1,1,Classmates,11,all,全；完全,/ɔ:l/
1,5,1,1,Classmates,12,bark,吠，叫,/bɑ:k/
1,5,1,1,Classmates,13,but,但是,/bʌt; bət/
1,5,1,1,Classmates,14,forget,忘记,/fə(r)'get/
1,5,1,1,Classmates,15,sometimes,有时；间或,/'sʌmtaɪmz/
1,5,1,1,Classmates,16,talk,说话,/tɔ:k/
1,5,1,1,Classmates,17,with,和……一起,/wɪð, wɪθ/
1,5,1,2,Teachers,1,teach,教,/ti:tʃ/
1,5,1,2,Teachers,2,curly,卷曲的,/'kɜ:(r)li/
1,5,1,2,Teachers,3,nice,好的,/naɪs/
1,5,1,2,Teachers,4,slim,苗条的,/slɪm/
1,5,1,2,Teachers,5,straight,笔直地,/streɪt/
1,5,1,2,Teachers,6,wear glasses,戴眼镜,
1,5,1,2,Teachers,7,young,年轻的；岁数不大的,/jʌŋ/
1,5,1,2,Teachers,8,guess,猜,/ges/
1,5,1,2,Teachers,9,has,有,/hæz; həz/
1,5,1,3,Animals,1,animal,兽；动物,/'ænɪml/
1,5,1,3,Animals,2,bee,蜜蜂,/bi:/
1,5,1,3,Animals,3,cow,母牛；奶牛,/kaʊ/
1,5,1,3,Animals,4,elephant,大象,/'elɪfənt/
1,5,1,3,Animals,5,farm,农场,/fɑ:(r)m/
1,5,1,3,Animals,6,fast,快的,/fɑ:st/, /fæst/
1,5,1,3,Animals,7,horse,马,/hɔ:(r)s/
1,5,1,3,Animals,8,panda,大熊猫,/'pændə/
1,5,1,3,Animals,9,pig,猪,/pɪg/
1,5,1,3,Animals,10,sheep,羊；绵羊,/ʃi:p/
1,5,1,3,Animals,11,butterfly,蝴蝶,/'bʌtə(r)flaɪ/
1,5,1,3,Animals,12,lovely,可爱的；美丽的,/'lʌvli/
1,5,1,3,Animals,13,why,为什么,/waɪ/
1,5,1,4,Shopping Day,1,please,请,/pli:z/
1,5,1,4,Shopping Day,2,great,好极了,/greɪt/
1,5,1,4,Shopping Day,3,a box of crayons,一盒蜡笔,
1,5,1,4,Shopping Day,4,a pair of scissors,一把剪刀,
1,5,1,4,Shopping Day,5,exercise book,练习册,
1,5,1,4,Shopping Day,6,pencil box,铅笔盒,/'pensl ,bɒks/
1,5,1,4,Shopping Day,7,pencil sharpener,铅笔刀,
1,5,1,4,Shopping Day,8,a lot,很多,
1,5,1,4,Shopping Day,9,also,还；也,/'ɔ:lsəʊ/
1,5,1,4,Shopping Day,10,how much,多少钱,
1,5,1,4,Shopping Day,11,love,（写信结尾的问候语）爱你的,/lʌv/
1,5,1,4,Shopping Day,12,only,只，仅仅,/'əʊnli/
1,5,1,4,Shopping Day,13,saleswoman,女售货员,/'seɪlzwʊmən/
1,5,1,5,TV Shows,1,cool,凉的；凉爽的,/ku:l/
1,5,1,5,TV Shows,2,cartoons,动画片,/kɑ:'tu:nz/
1,5,1,5,TV Shows,3,fantastic,极好的,/fæn'tæstɪk/
1,5,1,5,TV Shows,4,nature shows,自然节目,
1,5,1,5,TV Shows,5,news shows,新闻节目,
1,5,1,5,TV Shows,6,wonderful,极好的；了不起的,/'wʌndə(r)fl/
1,5,1,6,Chores,1,chore,家务,/tʃɔ:(r)/
1,5,1,6,Chores,2,clean the room,打扫房间,
1,5,1,6,Chores,3,make the bed,整理床铺,
1,5,1,6,Chores,4,sweep the floor,扫地,
1,5,1,6,Chores,5,take out the rubbish,倒垃圾,
1,5,1,6,Chores,6,tidy the desk,清理书桌,
1,5,1,6,Chores,7,wash clothes,洗衣服,
1,5,1,6,Chores,8,call,打电话给……,/kɔ:l/
1,5,2,1,Keeping Healthy,1,go to bed,上床睡觉,
1,5,2,1,Keeping Healthy,2,always,总是；一直,/'ɔ:lweɪz/
1,5,2,1,Keeping Healthy,3,dirty,肮脏的,/'dɜ:(r)ti/
1,5,2,1,Keeping Healthy,4,before,在……之前,/bɪ'fɔ:(r)/
1,5,2,1,Keeping Healthy,5,candy,糖果,/'kændi/
1,5,2,1,Keeping Healthy,6,drink,喝；饮,/drɪŋk/
1,5,2,1,Keeping Healthy,7,early,早到的,/'ɜ:(r)li/
1,5,2,1,Keeping Healthy,8,exercise,活动；运动,/'eksəsaɪz/
1,5,2,1,Keeping Healthy,9,headache,头疼,/'hedeɪk/
1,5,2,1,Keeping Healthy,10,stomachache,胃疼,/'stʌməkeɪk/
1,5,2,1,Keeping Healthy,11,tired,疲倦的,/'taɪə(r)d/
1,5,2,1,Keeping Healthy,12,too much,太多,
1,5,2,1,Keeping Healthy,13,toothache,牙疼,/'tu:θeɪk/
1,5,2,1,Keeping Healthy,14,a lot of,很多,
1,5,2,1,Keeping Healthy,15,advice,建议,/əd'vaɪs/
1,5,2,1,Keeping Healthy,16,mark,分数,/mɑ:k/
1,5,2,1,Keeping Healthy,17,more,更多的,/mɔ:(r)/
1,5,2,1,Keeping Healthy,18,sleepy,困的；欲睡的,/'sli:pi/
1,5,2,1,Keeping Healthy,19,subject,科目；学科,/'sʌbdʒɪkt/
1,5,2,2,Special Days,1,birthday,生日,/'bɜ:(r)θdeɪ/
1,5,2,2,Special Days,2,Children's Day,儿童节,
1,5,2,2,Special Days,3,Christmas Day,圣诞节,
1,5,2,2,Special Days,4,Father's Day,父亲节,
1,5,2,2,Special Days,5,Mother's Day,母亲节,
1,5,2,2,Special Days,6,National Day,国庆日,
1,5,2,2,Special Days,7,New Year's Day,元旦,
1,5,2,2,Special Days,8,Teachers' Day,教师节,
1,5,2,2,Special Days,9,Tree Planting Day,植树节,
1,5,2,2,Special Days,10,celebrate,庆祝,/'selɪbreɪt/
1,5,2,2,Special Days,11,fifth,（5th）第五的,/fɪfθ/
1,5,2,2,Special Days,12,have a picnic,野餐,
1,5,2,2,Special Days,13,make a poster,制作海报,
1,5,2,2,Special Days,14,plant,植物,/plɑ:nt/, /plænt/
1,5,2,2,Special Days,15,tenth,（10th）第十,/tenθ/
1,5,2,2,Special Days,16,twelfth,（12th）第十二的,/twelfθ/
1,5,2,2,Special Days,17,twenty-fifth,（25th）第二十五,
1,5,2,2,Special Days,18,office,办公室,/'ɒfɪs/, /'ɑ:fɪs/
1,5,2,2,Special Days,19,special,特殊的；特别的,/'speʃəl/
1,5,2,2,Special Days,20,together,一起,/tə'geðə(r)/
1,5,2,3,Making Contact,1,mail a present,邮寄礼物,
1,5,2,3,Making Contact,2,make a card,制作卡片,
1,5,2,3,Making Contact,3,make a phone call,打电话,
1,5,2,3,Making Contact,4,make a video call,打视频电话,
1,5,2,3,Making Contact,5,say,讲,/seɪ/
1,5,2,3,Making Contact,6,send a short message,发送短消息,
1,5,2,3,Making Contact,7,send an email,发送电子邮件,
1,5,2,3,Making Contact,8,write a letter,写信,
1,5,2,3,Making Contact,9,everywhere,处处；到处,/'evriweə(r)/, /'evriwer/
1,5,2,3,Making Contact,10,flower show,花展,
1,5,2,4,Last Weekend,1,boring,单调的；乏味的,/'bɔ:rɪŋ/
1,5,2,4,Last Weekend,2,cleaned the window,（过去式）擦窗子,
1,5,2,4,Last Weekend,3,climbed a hill,（过去式）爬山,
1,5,2,4,Last Weekend,4,danced,（dance过去式）跳舞,/dɑ:nst/
1,5,2,4,Last Weekend,5,jumped rope,（过去式）跳绳,
1,5,2,4,Last Weekend,6,listened to music,（过去式）听音乐,
1,5,2,4,Last Weekend,7,played chess,（过去式）下棋,
1,5,2,4,Last Weekend,8,played computer games,（过去式）玩电子游戏,
1,5,2,4,Last Weekend,9,played the piano,（过去式）弹钢琴,
1,5,2,4,Last Weekend,10,rowed a boat,（过去式）划船,
1,5,2,4,Last Weekend,11,stayed at home,（过去式）呆在家里,
1,5,2,4,Last Weekend,12,visited grandparents,（过去式）看望祖父母,
1,5,2,4,Last Weekend,13,washed clothes,（过去式）洗衣服,
1,5,2,4,Last Weekend,14,watched TV,（过去式）看电视,
1,5,2,4,Last Weekend,15,badminton,羽毛球运动,/'bædmɪntən/
1,5,2,4,Last Weekend,16,won,（win过去式）赢；获胜,/wʌn/
1,5,2,5,Have a Great Trip,1,delicious,美味的；可口的,/dɪ'lɪʃəs/
1,5,2,5,Have a Great Trip,2,ate ice-cream,（过去式）吃冰激凌,
1,5,2,5,Have a Great Trip,3,bought some gifts,（过去式）买礼物,
1,5,2,5,Have a Great Trip,4,drank cold drinks,（过去式）喝冷饮,
1,5,2,5,Have a Great Trip,5,felt happy,（过去式）觉得高兴,
1,5,2,5,Have a Great Trip,6,saw flowers,（过去式）赏花,
1,5,2,5,Have a Great Trip,7,slept,（sleep的过去式）睡觉,/slept/
1,5,2,5,Have a Great Trip,8,swam,（swim的过去式）游泳,/swæm/
1,5,2,5,Have a Great Trip,9,the Stone Forest,石林,
1,5,2,5,Have a Great Trip,10,took photos,（过去式）拍照片,
1,5,2,5,Have a Great Trip,11,went to the beach,（过去式）去海边,
1,5,2,5,Have a Great Trip,12,French fries,法式炸薯条,
1,5,2,5,Have a Great Trip,13,left,左,/left/
1,5,2,5,Have a Great Trip,14,sad,难过的,/sæd/
1,5,2,5,Have a Great Trip,15,were,（are的过去式）是,/wɜ:(r); wə(r)/
1,5,2,6,Growing up,1,fifteenth,十五,/,fɪf'ti:nθ/
1,5,2,6,Growing up,2,learned to ride a bike,（过去式）学骑自行车,
1,5,2,6,Growing up,3,learned to swim,（过去式）学游泳,
1,5,2,6,Growing up,4,learned to walk,（过去式）学走路,
1,5,2,6,Growing up,5,started to buy things,（过去式）开始学买东西,
1,5,2,6,Growing up,6,started to speak,（过去式）开始说话,
1,5,2,6,Growing up,7,started to study English,（过去式）开始学英语,
1,5,2,6,Growing up,8,started to use a computer,（过去式）开始使用电脑,
1,5,2,6,Growing up,9,was born,（过去式）出生,
1,5,2,6,Growing up,10,went to kindergarten,（过去式）上幼儿园,
1,5,2,6,Growing up,11,went to school,（过去式）上学,
1,5,2,6,Growing up,12,all over,到处；各处,
1,5,2,6,Growing up,13,chopsticks,筷子,/'tʃɒpstɪks/
1,5,2,6,Growing up,14,into,进入；到……里,/'ɪntu:/
1,5,2,6,Growing up,15,out of,离开（某处）,
1,5,2,6,Growing up,16,wet,湿的，潮湿的,/wet/
1,6,1,1,In China,1,garden,花园；菜园,/'gɑ:(r)dn/
1,6,1,1,In China,2,vacation,假期,/veɪ'keɪʃn/
1,6,1,1,In China,3,east,东,/i:st/
1,6,1,1,In China,4,famous,著名的,/'feɪməs/
1,6,1,1,In China,5,map,地图,/mæp/
1,6,1,1,In China,6,morning tea,早茶,
1,6,1,1,In China,7,north,北,/nɔ:(r)θ/
1,6,1,1,In China,8,soup,汤,/su:p/
1,6,1,1,In China,9,south,南,/saʊθ/
1,6,1,1,In China,10,taste,品尝,/teɪst/
1,6,1,1,In China,11,temple,寺,/'templ/
1,6,1,1,In China,12,the Potala Palace,布达拉宫,
1,6,1,1,In China,13,the Summer Palace,颐和园,
1,6,1,1,In China,14,the Terracotta Army,兵马俑,
1,6,1,1,In China,15,west,西,/west/
1,6,1,1,In China,16,around,遍及；围绕,/ə'raʊnd/
1,6,1,1,In China,17,foggy,有雾的,/'fɑ:gɪ/; /'fɒgɪ/
1,6,1,1,In China,18,forest,森林；林区,/'fɒrɪst/, /'fɔ:rɪst/
1,6,1,1,In China,19,silk,丝绸,/sɪlk/
1,6,1,1,In China,20,spicy,辣的,/'spaɪsi/
1,6,1,1,In China,21,stone,石头,/stəʊn/
1,6,1,1,In China,22,the Yangtze River,长江,
1,6,1,2,Around the World,1,French,法语,/frentʃ/
1,6,1,2,Around the World,2,London,伦敦,/'lʌndən/
1,6,1,2,Around the World,3,Sydney,悉尼,/'sɪdni/
1,6,1,2,Around the World,4,Toronto,多伦多,/tə'rɒntəʊ/
1,6,1,2,Around the World,5,Washington D.C.,华盛顿,
1,6,1,2,Around the World,6,clock,时钟；钟,/klɒk/, /klɑ:k/
1,6,1,2,Around the World,7,kangaroo,袋鼠,/,kæŋgə'ru:/
1,6,1,2,Around the World,8,speak,会讲某种语言；用某种语言说话,/spi:k/
1,6,1,2,Around the World,9,the British Museum,大英博物馆,
1,6,1,2,Around the World,10,the CN Tower,加拿大国家电视塔,
1,6,1,2,Around the World,11,the Opera House,（悉尼）歌剧院,
1,6,1,2,Around the World,12,the White House,白宫,
1,6,1,2,Around the World,13,Tower Bridge,伦敦塔桥,
1,6,1,2,Around the World,14,hiking,远足,/'haɪkɪŋ/
1,6,1,2,Around the World,15,president,总统,/'prezɪdənt/
1,6,1,2,Around the World,16,sunrise,日出,/'sʌnraɪz/
1,6,1,2,Around the World,17,the London Eye,伦敦眼,
1,6,1,3,Animal World,1,bird,鸟,/bɜ:(r)d/
1,6,1,3,Animal World,2,fish,鱼,/fɪʃ/
1,6,1,3,Animal World,3,insect,昆虫,/'ɪnsekt/
1,6,1,3,Animal World,4,kind,体贴的；慈祥的；宽容的,/kaɪnd/
1,6,1,3,Animal World,5,mammal,哺乳动物,/'mæml/
1,6,1,3,Animal World,6,penguin,企鹅,/'peŋgwɪn/
1,6,1,3,Animal World,7,reptile,爬行动物,/'reptaɪl/
1,6,1,3,Animal World,8,shark,鲨鱼,/ʃɑ:(r)k/
1,6,1,3,Animal World,9,whale,鲸,/weɪl/
1,6,1,3,Animal World,10,Africa,非洲,/'æfrɪkə/
1,6,1,3,Animal World,11,Asia,亚洲,/'eɪʒə/, /'eɪʃə/
1,6,1,3,Animal World,12,fan,风扇,/fæn/
1,6,1,3,Animal World,13,metre,米,/'mi:tə/
1,6,1,3,Animal World,14,peanut,花生,/'pi:nʌt/
1,6,1,3,Animal World,15,smart,聪明的,/smɑ:(r)t/
1,6,1,3,Animal World,16,spend,花费,/spend/
1,6,1,3,Animal World,17,trunk,象鼻,/trʌŋk/
1,6,1,3,Animal World,18,tusk,（象、野猪等的）长牙,/tʌsk/
1,6,1,4,Feelings,1,happy,高兴的,/'hæpi/
1,6,1,4,Feelings,2,hurt,（使）受伤,/hɜ:(r)t/
1,6,1,4,Feelings,3,find,找到,/faɪnd/
1,6,1,4,Feelings,4,sad,难过的,/sæd/
1,6,1,4,Feelings,5,angry,生气的,/'æŋgri/
1,6,1,4,Feelings,6,because,因为,/bɪ'kɒz/, /bɪ'kɔ:z/
1,6,1,4,Feelings,7,cry,哭,/kraɪ/
1,6,1,4,Feelings,8,excited,兴奋的；激动的,/ɪk'saɪtɪd/
1,6,1,4,Feelings,9,ill,有病；不舒服,/ɪl/
1,6,1,4,Feelings,10,proud,自豪的；骄傲的,/praʊd/
1,6,1,4,Feelings,11,race,赛跑,/reɪs/
1,6,1,4,Feelings,12,scared,害怕的,/skeəd/, /skerd/
1,6,1,4,Feelings,13,test,测验,/test/
1,6,1,4,Feelings,14,win,获胜,/wɪn/
1,6,1,4,Feelings,15,worried,担心的；发愁的,/'wɜ:rid/; /'wʌrid/
1,6,1,4,Feelings,16,competition,竞赛,/,kɒmpə'tɪʃn/, /,kɑ:mpə'tɪʃn/
1,6,1,5,Famous People,1,study,书房,/'stʌdi/
1,6,1,5,Famous People,2,paint,用颜料绘画,/peɪnt/
1,6,1,5,Famous People,3,French,法语,/frentʃ/
1,6,1,5,Famous People,4,American,美国的,/ə'merɪkən/
1,6,1,5,Famous People,5,Danish,丹麦人；丹麦的；丹麦语,/'deɪnɪʃ/
1,6,1,5,Famous People,6,artist,画家；艺术家,/'ɑ:(r)tɪst/
1,6,1,5,Famous People,7,invent,发明（动词）,/ɪn'vent/
1,6,1,5,Famous People,8,invention,发明（名词）,/ɪn'venʃn/
1,6,1,5,Famous People,9,inventor,发明家,/ɪn'ventə(r)/
1,6,1,5,Famous People,10,poem,诗,/'pəʊm/
1,6,1,5,Famous People,11,poet,诗人,/'pəʊɪt/
1,6,1,5,Famous People,12,scientist,科学家,/'saɪəntɪst/
1,6,1,5,Famous People,13,story,故事,/'stɔ:ri/
1,6,1,5,Famous People,14,writer,作家,/'raɪtə(r)/
1,6,1,5,Famous People,15,blind,失明的,/blaɪnd/
1,6,1,5,Famous People,16,deaf,聋的,/def/
1,6,1,5,Famous People,17,fall,落下；【美】秋天,/fɔ:l/
